"","df9f127f34e52758c22bb8768ea9dd1d","X726f137d48a9a16971165106f5accbc3","X192b9d0e30798cb5d4a686f2b25b046b","X8bb6ba264b60216d22b221d5c6c0992e","X4603641854a42087dd05682bc365b2b2","X31e4d9092a2fe5d08a565a11d5c0a510","X065259ec202538d9a00670abd44fc85d","d2db2c90c9f6401ed400e43cd16e7846","X71c8a0b854b50dd6b2845d87007e5ad4","X90c8784ec39588e5031c9e4950c88efa","X519335ba0a9cc277b802a53b482bce49","f3eefe548d5b25a70eff6ded2ac754cb","f99a6053aeb89ad886d5acae4e1e77b5","c50df3a28f2c5b2ed3fcec3c8c0dbce3","fbdfdbc22fcb0362b5fe57dcee55fed6","X23769d724c8f54a20fc5503775e0d215","X43c74972f95d6719e0a57265faf133ff","X27411089f2f049c2a454db6aac7c5d0b","a4d62e1254481f8aa0a1fd7b2f28dddf","fcca31a8dba0488eb8879120277f149b","X6621ec621365d2e452925f53b69d7fa8","ad568b74428dbece1b14338b18a261b9","X733666313c4bfa4aee6abca3478eed6e","X72c7f54f73e0c27bef2f8ea144f989eb","X0b85d04d31bae6800df285cbbea2976c","X98cedaeb6530038a7c03909a8fffac4d","X5dbb8b0090393f98803bec4188360a21"
"L.2016.NAM-30.05.R",0,0,386.075231584815,0,0,0,0,0,0,1380.68500202284,0,0,0,0,0,0,3336.9459461548,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-30.06.R",222.439100345059,0,109.083566072177,0,0,55.6097750862647,0,0,0,0,0,0,0,367.065758913045,0,369.265403910277,1183.63321787804,146.826303565218,0,0,0,0,0,0,0,0,0
"L.2016.NAM-30.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.849087375386,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-30.08.R",0,0,0,0,0,0,0,0,0,0,2333.88251565394,0,0,0,0,0,2112.73185031295,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-30.09.R",0,811.96389507577,0,0,0,350.796861873491,198.135912567575,0,0,711.272332839888,0,0,0,0,0,3301.41706001538,1213.1065380672,0,0,0,0,0,0,0,711.272332839888,0,0
"L.2016.NAM-30.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837.888693253556,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-32.01.R",181.132212175254,181.132212175254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-32.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.143656969742,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-32.03.R",0,0,133.097897940532,190.30570827919,0,0,0,0,0,0,0,0,0,133.097897940532,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-32.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-32.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-32.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-32.07.R",625.170945180323,0,0,0,0,0,0,0,0,0,0,0,0,250.595948490003,0,375.893922735004,1043.27050134522,0,0,0,0,0,0,0,626.489871225007,0,0
"L.2016.NAM-32.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-32.09.R",0,2228.49926148743,0,0,0,0,0,0,0,6227.95675631765,0,0,0,0,0,0,541.5614570711,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-32.10.R",0,675.753676522346,0,0,0,0,0,0,0,1020.07854604805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-37.01.R",2449.12329039714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-37.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.948899435239,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-37.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.667829446964,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-37.04.R",1230.97547453812,374.340011894981,0,1018.13553929367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.627107858734,551.194800855041,0
"L.2016.NAM-37.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7881284769138,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-37.06.R",348.222252852883,116.074084284294,460.038793505128,0,0,0,0,0,0,0,0,0,0,0,0,116.074084284294,242.056344916142,0,0,0,0,0,0,0,535.05621434352,0,0
"L.2016.NAM-37.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,170.067183623664,0,113.378122415776,1085.7524893483,0,0,0,0,0,0,0,45.5512512786379,0,0
"L.2016.NAM-37.08.R",0,187.354068744892,0,468.385171862229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-37.09.R",0,0,35634.7438752784,0,0,0,0,0,0,0,0,0,0,0,0,0,213808.46325167,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-37.10.R",102.693786384088,0,0,0,0,0,0,0,0,0,0,0,171.156310640146,0,0,0,547.700194048467,0,0,0,0,0,0,0,376.543883408321,0,0
"L.2016.NAM-43.01.R",83.3171472417077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-43.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.008087718808,0
"L.2016.NAM-43.03.R",0,0,159.653870408953,0,0,364.36343430755,0,0,0,78.3181184072053,0,0,0,313.272473628821,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-43.04.R",0,0,0,0,0,0,0,0,0,206.45853925422,301.733648393551,0,0,412.91707850844,0,688.1951308474,179.882604115489,0,0,0,0,0,0,0,206.45853925422,0,0
"L.2016.NAM-43.05.R",0,0,0,378.556060998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-43.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-43.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.902895110394,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-43.08.R",0,0,0,0,0,60.0315766092965,0,0,0,0,0,0,0,0,0,0,752.280649562336,0,0,0,0,0,0,0,553.938248715041,0,0
"L.2016.NAM-43.09.R",0,106.690849925983,106.690849925983,0,0,0,0,0,0,0,0,0,0,129.111390852458,0,0,624.082575085598,0,0,0,0,0,0,0,609.766322301136,0,0
"L.2016.NAM-43.10.R",0,1063.7236977695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9186.98982347448,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-46.01.R",941.472757603128,221.885080169853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.209868330136,0,0,0,0,0,0,0,0,941.472757603128,0
"L.2016.NAM-46.02.R",0,0,0,3459.68387138625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-46.03.R",0,0,0,190.66208601005,0,0,0,0,0,4518.89867983603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-46.04.R",0,0,0,570.155902004454,0,0,0,0,0,1147.12216876037,0,0,0,0,0,0,1490.75518587974,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-46.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.487274342686,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-46.06.R",0,0,0,13066.0727542687,0,0,0,0,0,0,196.154553441899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-46.07.R",0,0,0,25453.3884823417,0,0,0,0,0,25453.3884823417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25453.3884823417,0,0
"L.2016.NAM-46.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-46.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8589590320663,1475.25100403829,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-46.10.R",0,353.519284476968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.069613385872,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.01.R",0,0,0,1882.11675397597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.03.R",0,0,645.55695426229,142.843708746439,0,0,1291.11390852458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.05.R",0,0,37.1582313610828,0,0,0,0,0,0,0,0,0,0,0,0,65.2292584207915,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.965667348301,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.08.R",0,0,0,0,0,0,159.582372930042,0,0,0,0,0,0,0,0,0,319.164745860084,0,0,0,0,0,0,0,159.582372930042,0,0
"L.2016.NAM-48.09.R",0,176.672007314221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.356537795291,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.10.R",0,0,0,0,0,0,0,0,0,598.90325840804,0,0,0,0,0,0,172.398373852339,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-5.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-5.02.R",0,6143.92135780662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.59740042752,0
"L.2016.NAM-5.03.R",1039.31851527456,1039.31851527456,251.214267714335,1827.42276283479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-5.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.441823927322,0,0
"L.2016.NAM-5.05.R",67.9274568724331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9274568724331,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-5.06.R",0,0,0,88.8646979433376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-5.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.6075161249103,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-5.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.058360693076,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-5.09.R",20.8927907336295,20.8927907336295,0,0,0,0,672.353658024121,0,0,0,0,0,0,104.463953668147,0,672.353658024121,1183.26780224109,0,0,0,0,0,0,0,448.23577201608,0,0
"L.2016.NAM-5.10.R",0,846.430970909226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482.31323277438,0,0,0,0,0,0,0,2539.29291272768,0,0
"L.2016.NAM-72.01.R",0,7528.46701590389,0,596.563792554884,0,1254.74450265065,0,0,0,10037.9560212052,0,0,0,0,0,9410.58376987986,2509.4890053013,0,0,0,0,0,0,0,1882.11675397597,0,0
"L.2016.NAM-72.02.R",4388.51525557616,0,0,877.703051115231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-72.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968.77037984964,0,0,0,0,0,0,0,0,2953.15556977445,0
"L.2016.NAM-72.04.R",0,0,0,4185.2887101837,0,0,0,0,0,0,0,0,0,0,0,0,448.423790376825,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-72.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.747108068578,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-72.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.34902516032,0,0
"L.2016.NAM-72.07.R",0,0,0,911.957616769761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.98940419244,0,0
"L.2016.NAM-72.08.R",69.5991091314031,0,0,0,0,0,0,0,0,1376.44933423822,0,0,0,537.477283186703,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-72.09.R",0,0,0,0,0,0,0,0,0,118.2307361489,0,0,0,0,0,0,1300.5380976379,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-72.10.R",90.214541456401,527.157852991283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.720186166907,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.01.R",0,0,271.944087332158,0,0,0,0,0,0,413.876235485231,0,0,0,0,0,200.64608037882,1164.70252789216,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.02.R",367.937469027139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.906203540708,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.03.R",367.874162511477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.350093850334,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.04.R",226.97289092534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.97289092534,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160.09419657606,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7233413310027,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.07.R",0,0,0,0,0,122.963229383293,0,0,0,0,0,0,0,0,0,0,144.950959466638,115.960767573311,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.022485737408,679.8806172365,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.09.R",0,0,0,0,0,0,0,0,0,75.2740681776054,0,0,0,0,0,0,188.185170444013,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-76.10.R",0,0,1754.74935752275,0,0,0,0,0,0,0,0,0,0,0,0,100.776990597507,627.473421987244,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-79.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-79.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-79.03.R",0,103.830838797431,0,0,0,0,0,0,0,0,0,0,0,325.431450915784,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-79.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-79.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-79.06.R",0,584.176129102925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.176129102925,0,0,0,0,0,584.176129102925,0,237.564959168523,0,0
"L.2016.NAM-79.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1501211769645,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-79.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.074836349067,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-79.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.148679808326,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-79.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5605.62938160657,0,0,0,0,0,0,0,3979.0656932693,0,0
"L.2016.YN04-C1213.01.R",0,0,0,0,0,0,0,0,0,100.748498375116,0,0,0,0,0,0,83.7676160678853,0,0,0,0,0,0,0,293.186656237599,0,0
"L.2016.YN04-C1213.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.YN04-C1213.03.R",515.32529103801,1246.93752813973,163.913265295669,0,0,491.739795887006,0,0,0,0,877.703051115231,0,0,0,0,0,197.094822319018,0,0,0,0,0,0,0,0,0,0
"L.2016.YN04-C1213.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.636287865331,0
"L.2016.YN04-C1213.05.R",0,0,0,77.2485234668944,0,0,0,0,0,0,0,0,0,0,0,0,118.062511525372,0,0,0,0,0,0,0,180.33777264817,0,0
"L.2016.YN04-C1213.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.YN04-C1213.07.R",0,0,0,0,0,0,0,0,0,0,115.397486642741,0,0,0,0,0,450.455561261318,0,0,0,0,0,127.403446103963,0,0,173.096229964111,0
"L.2016.YN04-C1213.08.R",0,69.1042221240047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.277925664012,0,0,0,0,0,69.1042221240047,0,0,0,0
"L.2016.YN04-C1213.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.898044009403,575.372613702019,0,0,0,0,0,0,0,0,0,0
"L.2016.YN04-C1213.10.R",0,0,0,0,0,0,0,0,0,0,1799.73453915547,0,0,0,0,106.818776604552,1573.68874421958,0,0,0,0,0,0,0,377.88699761695,0,0
"L.2017.NAM-0.01.R",0,0,0,0,0,0,0,0,0,0,0,2199.67554785669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-0.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-0.04.R",0,0,0,22990.1573388893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-0.05.R",0,0,0,3549.27727841418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-0.06.R",0,0,0,1329.65462221188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-0.07.R",0,0,133630.289532294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-0.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-0.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-0.10.R",0,0,1319.80532871401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.02.R",0,0,0,5329.98305826814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.04.R",0,0,0,0,0,0,0,0,0,0,0,6599.02664357007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.05.R",0,0,0,17817.3719376392,0,0,0,0,0,0,0,17817.3719376392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.06.R",0,0,0,0,0,0,0,0,0,406.557260413901,0,0,0,0,0,0,101.639315103475,2172.85023629746,0,0,0,0,0,0,406.557260413901,0,0
"L.2017.NAM-13.07.R",0,0,0,0,0,0,0,0,640.912659627309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-14.03.R",0,0,0,59391.2397921307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-14.06.R",0,0,0,237564.959168523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-14.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-17.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-17.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-17.04.R",0,0,0,9377.56417770484,0,0,0,0,0,0,0,0,0,0,0,0,0,5018.97801060259,0,0,0,0,0,0,0,0,0
"L.2017.NAM-17.05.R",0,0,0,14847.8099480327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181.67356029271,0
"L.2017.NAM-17.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-17.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-17.08.R",0,0,118782.479584261,6014.30276376007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-17.09.R",0,0,0,6143.92135780662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-17.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-23.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6307.03431420857,0,0,0,0,12614.0686284171,0,0,0,0
"L.2017.NAM-23.06.R",0,0,0,0,0,0,0,0,0,0,0,1106.66906444964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-23.09.R",0,0,0,6371.47400068835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-30.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-30.06.R",0,0,30419.9033081645,0,0,0,0,0,0,0,0,8691.40094518985,0,0,0,0,0,0,6599.02664357007,0,0,0,0,0,0,0,0
"L.2017.NAM-30.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.878920722617,0,0,1106.66906444964,0,0
"L.2017.NAM-32.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.812323962934,0,0,0,0,0,0,0,0
"L.2017.NAM-32.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-32.03.R",0,0,0,0,0,0,0,0,0,0,0,1478.62007781238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-32.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-32.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-32.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-32.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-32.08.R",0,0,0,3340.75723830735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-32.09.R",0,0,331.794635710227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-32.10.R",0,0,6723.53658024121,5250.69899930428,0,0,0,0,0,0,344.963638676461,0,3361.7682901206,0,0,344.963638676461,0,1680.8841450603,0,0,0,0,0,0,0,0,0
"L.2017.NAM-37.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-37.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-37.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-37.05.R",0,0,0,8351.89309576838,0,0,0,0,0,0,0,0,0,0,0,0,0,26396.1065742803,0,0,0,0,0,0,0,0,0
"L.2017.NAM-37.06.R",0,0,296956.198960653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-37.07.R",0,0,0,89086.859688196,0,0,0,0,0,0,0,0,0,0,0,0,0,163325.909428359,0,0,0,0,0,0,0,0,0
"L.2017.NAM-37.08.R",0,0,0,0,0,0,0,0,59391.2397921307,0,0,0,0,0,0,0,0,118782.479584261,0,0,0,0,0,0,0,0,0
"L.2017.NAM-37.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-37.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-43.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-43.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-43.03.R",0,0,0,5202.15239055159,0,0,0,2601.0761952758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-43.04.R",0,0,78606.0526660553,0,0,0,0,0,0,0,0,0,0,0,0,15721.2105332111,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-43.05.R",0,0,0,0,0,0,0,0,8908.6859688196,0,0,0,0,0,0,0,0,9255.77762994244,8346.74796275103,0,0,0,2313.94440748561,0,0,0,0
"L.2017.NAM-43.06.R",0,0,0,129580.886819194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.101350257604,0,0,0,0,0
